ID,Type,Blast,Play,Sleep,Consume,Negativist,Process,Static,Vortical,Holographic,Causal,Dialectic,Dominant,Creative,Harmonizing,Normalizing
ESFJ_70_frame560,ESFJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ENFJ_93_frame230,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESTJ_64_frame90,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
INFJc_152_frame70,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ESTPc_110_frame170,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ISTP_165_frame320,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ESTJc_27_frame410,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESFJc_71_frame210,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ISTP_169_frame30,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ENTJ_139_frame330,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ENFJ_92_frame380,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ISTP_166_frame300,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ENFJc_52_frame90,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTJc_24_frame430,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTP_16_frame50,ESTP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
ENFJc_53_frame240,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTJc_28_frame120,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJ_170_frame230,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENTJc_80_frame190,ENTJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ISTJc_143_frame140,ISTJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENTJ_132_frame350,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ESTPc_113_frame150,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
INFJ_5_frame340,INFJ_,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ENFJc_53_frame0,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJ_88_frame40,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ISFJc_123_frame100,ISFJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ISFPc_56_frame230,ISFPc,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
ESTPc_117_frame170,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ISTJc_147_frame160,ISTJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENTJ_142_frame220,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ENTJ_132_frame60,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
INTJc_125_frame260,INTJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ENFJc_45_frame300,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
INTP_13_frame360,INTP_,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
ENFJ_170_frame580,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ISFJ_172_frame350,ISFJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ISFP_173_frame440,ISFP_,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
ESTP_15_frame480,ESTP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
ENFJ_94_frame40,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESTJ_61_frame100,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESTJc_24_frame380,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
INTJ_12_frame40,INTJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ESTP_19_frame190,ESTP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
ESTJc_37_frame190,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJ_95_frame140,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENTJ_142_frame590,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ENTJ_134_frame550,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ESFJc_78_frame120,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENTP_160_frame240,ENTP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
ESTJc_29_frame250,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESFPc_163_frame40,ESFPc,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
ESFP_84_frame310,ESFP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
ESTJ_62_frame450,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESTPc_112_frame220,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ENTP_159_frame160,ENTP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
ESTJc_37_frame70,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESFJc_74_frame430,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ISTPc_66_frame20,ISTPc,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
ENFJc_41_frame320,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJ_89_frame310,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ISFJ_171_frame600,ISFJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
INFJ_8_frame520,INFJ_,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ESTJc_22_frame230,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTJc_36_frame550,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJc_52_frame130,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
INFJ_5_frame180,INFJ_,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ENTJ_132_frame190,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ESTPc_112_frame20,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
INFJc_154_frame360,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ISFP_173_frame130,ISFP_,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
ENFPc_103_frame600,ENFPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ENFJ_95_frame430,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
INFJ_9_frame490,INFJ_,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ENFJc_40_frame60,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ISTP_168_frame540,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ENFJ_92_frame140,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESTP_14_frame530,ESTP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
INTJ_12_frame600,INTJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ESFJc_78_frame450,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
INTJc_127_frame130,INTJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ENFJc_46_frame320,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ISTP_169_frame180,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ISFJ_171_frame370,ISFJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ESTJc_25_frame230,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ISTP_167_frame500,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
INTJc_124_frame500,INTJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ISFJ_172_frame90,ISFJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ENFJ_170_frame190,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ISTJc_145_frame20,ISTJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENFPc_104_frame210,ENFPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ESTJ_58_frame60,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ISTJc_148_frame280,ISTJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
INFJ_7_frame170,INFJ_,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ENTP_157_frame60,ENTP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
ENFP_86_frame390,ENFP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
ESTJ_61_frame510,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
INFP_0_frame230,INFP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ESTP_17_frame100,ESTP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
ENTJ_139_frame80,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
INFJc_156_frame390,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ISTP_168_frame420,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ESFJc_72_frame190,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ISTP_166_frame50,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
INTJ_11_frame230,INTJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ENFJ_95_frame550,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESFJc_78_frame530,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENTJ_142_frame180,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ESTPc_106_frame70,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ENFJ_91_frame570,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENTP_159_frame570,ENTP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
ESTJ_61_frame80,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ISTP_167_frame460,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ENFJ_87_frame380,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENTJc_82_frame0,ENTJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ISFPc_56_frame190,ISFPc,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
ISFJ_171_frame210,ISFJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ESTP_18_frame140,ESTP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
ESTJc_36_frame140,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJc_52_frame520,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJ_87_frame20,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENTJ_132_frame580,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ESTJc_32_frame410,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTJc_26_frame370,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ISFJ_172_frame230,ISFJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ISTJc_150_frame580,ISTJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENFJc_51_frame500,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJc_45_frame260,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTJ_64_frame480,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESTPc_109_frame460,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ENFJc_53_frame490,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
INFJc_151_frame390,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENFPc_101_frame380,ENFPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ENTPc_162_frame60,ENTPc,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
ESTJ_62_frame530,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
INFP_3_frame210,INFP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ESFP_84_frame270,ESFP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
ENFPc_99_frame170,ENFPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ENTJc_81_frame380,ENTJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ESTJc_29_frame330,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENTP_160_frame320,ENTP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
INTJ_12_frame210,INTJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ISTPc_69_frame520,ISTPc,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
ENTP_157_frame480,ENTP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
INTJc_127_frame520,INTJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
INFJ_8_frame440,INFJ_,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ESTJc_36_frame430,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENTJ_137_frame70,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ENTJc_83_frame210,ENTJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENFJ_89_frame270,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESTJ_57_frame300,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ISTP_167_frame110,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ISTJc_150_frame20,ISTJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ESFJc_74_frame220,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ESTJc_25_frame150,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ISFPc_56_frame390,ISFPc,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
ENFJc_39_frame170,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJ_89_frame500,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESTP_18_frame340,ESTP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
INFJ_8_frame330,INFJ_,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ESTJc_36_frame340,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESFJc_76_frame50,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ESTJc_29_frame440,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTJ_62_frame240,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENTJ_139_frame290,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ESTPc_111_frame160,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ISFJc_119_frame0,ISFJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ESTP_17_frame300,ESTP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
ESFJc_71_frame60,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
INFJc_156_frame190,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ESTJc_24_frame590,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTJc_35_frame90,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJc_51_frame270,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJc_45_frame510,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJ_170_frame390,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENFPc_103_frame560,ENFPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ISFJ_172_frame540,ISFJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ISFP_173_frame250,ISFP_,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
ESTJc_26_frame400,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJc_52_frame250,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ISFJ_171_frame560,ISFJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ENFPc_100_frame540,ENFPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ESTJ_57_frame100,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENFJ_92_frame20,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENFJc_42_frame80,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ISTP_167_frame310,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
INFP_1_frame180,INFP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ISTJc_149_frame130,ISTJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ESTPc_112_frame140,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ISTP_165_frame280,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ISFJc_121_frame440,ISFJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ESTPc_115_frame430,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ESTJc_36_frame20,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFPc_99_frame370,ENFPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ENTP_160_frame120,ENTP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
ESFJc_78_frame240,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENFJ_95_frame220,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
INTJ_11_frame540,INTJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
INFJ_9_frame280,INFJ_,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
INFJc_151_frame190,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ISTJc_146_frame170,ISTJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ESTJ_58_frame140,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENFPc_101_frame180,ENFPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ISTP_168_frame350,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ESTPc_116_frame160,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
INFP_0_frame540,INFP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ESTJc_31_frame10,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJc_49_frame570,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESFJc_77_frame200,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ISTJc_143_frame590,ISTJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ESTJc_26_frame170,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
INFJc_154_frame570,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENFJ_95_frame10,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENTJc_80_frame540,ENTJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ESTP_18_frame60,ESTP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
ESTJ_64_frame50,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
INFPc_102_frame150,INFPc,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
ENFJc_41_frame120,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTJc_25_frame40,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJ_89_frame110,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ISFJ_171_frame400,ISFJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ENTJc_83_frame170,ENTJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENFJc_52_frame330,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENFJc_46_frame450,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESFJc_78_frame320,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
INTJ_12_frame170,INTJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ENFPc_99_frame210,ENFPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ESTPc_115_frame550,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ENTJc_79_frame590,ENTJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENTJ_133_frame220,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
INFP_3_frame170,INFP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ESTP_14_frame240,ESTP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
ENFJ_98_frame290,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
INTJc_127_frame50,INTJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ENFP_86_frame580,ENFP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
ESTJ_61_frame300,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
INFJc_156_frame580,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ESTJc_24_frame180,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ISTP_168_frame230,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ENTJ_137_frame200,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ISTPc_68_frame280,ISTPc,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
ENFJc_45_frame100,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
INFJc_155_frame80,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ESTJ_63_frame60,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ISFJ_172_frame150,ISFJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
INFJc_154_frame410,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ESFJc_77_frame360,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
INFJc_156_frame30,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENFJc_46_frame120,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTJc_36_frame220,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENTJc_83_frame400,ENTJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ESTJ_59_frame190,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ISTP_169_frame380,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ISFJ_171_frame170,ISFJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ENFJ_89_frame460,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ENFJ_88_frame80,ENFJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESTPc_107_frame20,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ESTJ_62_frame320,ESTJ_,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
ESTJc_29_frame520,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
INTJ_12_frame400,INTJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ENTP_160_frame530,ENTP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
ENTP_157_frame290,ENTP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
ENFJc_53_frame280,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTJc_23_frame180,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ESTP_16_frame90,ESTP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
ENTJ_141_frame10,ENTJ_,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ESTP_17_frame260,ESTP_,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
ENFJc_52_frame50,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
INFJ_7_frame210,INFJ_,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
INFJ_5_frame380,INFJ_,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ENFJc_42_frame100,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ISTP_164_frame250,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ESTJc_32_frame200,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
INFJc_154_frame160,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ISTJc_143_frame180,ISTJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ISFJ_172_frame420,ISFJ_,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
ISFP_173_frame330,ISFP_,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
ENFPc_103_frame400,ENFPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ENTJc_80_frame150,ENTJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ISTJc_150_frame390,ISTJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
INFJc_153_frame410,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
INTJc_130_frame100,INTJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
ENFJc_43_frame270,ENFJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ISTP_165_frame120,ISTP_,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
ISFJc_119_frame30,ISFJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
INFJc_155_frame210,INFJc,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ESTJc_29_frame290,ESTJc,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ENTP_160_frame280,ENTP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
ESTPc_108_frame100,ESTPc,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
ENTP_157_frame520,ENTP_,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
ESFJc_73_frame40,ESFJc,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
INTJc_127_frame480,INTJc,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
